FK_ID,Date,ID,Sent,R.Sent,Bounce,Total,Data.Interval,Server,Status,Offset,Limit,Server_Tab,Ips
"25679108","04/14 (03:07:17)","134681996","8650","0","0","8650","(65690 to 74340)","s_cmh8_3656","completed","65690","8650","s_cmh8_3656",",,5.135.75.181,,,"
"25678918","04/14 (02:59:17)","134681722","7530","0","0","7530","(58160 to 65690)","s_cmh8_3656","completed","58160","7530","s_cmh8_3656",",,5.135.75.180,,,"
"25678844","04/14 (02:54:17)","134681603","8800","0","0","8800","(49360 to 58160)","s_cmh8_3656","completed","49360","8800","s_cmh8_3656",",,5.135.75.180,,,"
"25678653","04/14 (02:47:17)","134681344","8330","0","0","8330","(41030 to 49360)","s_cmh8_3656","completed","41030","8330","s_cmh8_3656",",,5.135.75.177,,,"
"25678541","04/14 (02:40:17)","134681159","8400","8404","0","8400","(24230 to 32630)","s_cmh8_3583","completed","24230","16800","s_cmh8_3583",",,142.147.96.125,,,"
"25678541","04/14 (02:40:17)","134681160","8400","8403","0","8400","(32630 to 41030)","s_cmh8_3617","completed","24230","16800","s_cmh8_3617",",,138.226.244.76,,,"
"25678349","04/14 (02:34:17)","134680869","6432","6438","0","6432","(236904 to 243336)","s_cmh2_6145","completed","236904","6432","s_cmh2_6145",",,51.68.222.162,,51.75.164.228,,,"
"25678169","04/14 (02:31:17)","134680615","8400","0","0","8400","(15830 to 24230)","s_cmh8_3656","completed","15830","8400","s_cmh8_3656",",,5.135.75.181,,,"
"25678126","04/14 (02:29:17)","134680553","12428","12434","0","12428","(224476 to 236904)","s_cmh2_6145","completed","224476","12428","s_cmh2_6145",",,51.68.222.162,,51.75.164.228,,,"
"25678039","04/14 (02:23:17)","134680422","7280","0","0","7280","(8550 to 15830)","s_cmh8_3656","completed","8550","7280","s_cmh8_3656",",,5.135.75.180,,,"
"25678019","04/14 (02:22:17)","134680398","5032","3228","0","5032","(219444 to 224476)","s_cmh2_6121","completed","219444","5032","s_cmh2_6121",",,23.82.139.242,,,"
"25677974","04/14 (02:19:17)","134680340","66000","21606","0","66000","(63000 to 129000)","s_cmh2_6101","completed","63000","66000","s_cmh2_6101",",,107.6.171.227,,107.6.171.228,,107.6.171.230,,,"
"25677950","04/14 (02:18:17)","134680313","8550","0","0","8550","(0 to 8550)","s_cmh8_3656","completed","0","8550","s_cmh8_3656",",,5.135.75.180,,,"
"25677828","04/14 (02:11:17)","134680132","6070","1137","0","6070","(360780 to 366850)","s_cmh8_3617","completed","360780","16160","s_cmh8_3617",",,138.226.244.74,,,"
"25677828","04/14 (02:11:17)","134680133","6052","0","0","6070","(366850 to 372920)","s_cmh8_3656","completed","360780","16160","s_cmh8_3656",",,5.135.75.177,,,"
"25677646","04/14 (02:04:17)","134679873","8150","8154","0","8150","(344480 to 352630)","s_cmh8_3583","completed","344480","16300","s_cmh8_3583",",,142.147.96.125,,,"
"25677646","04/14 (02:04:17)","134679874","8150","8154","0","8150","(352630 to 360780)","s_cmh8_3617","completed","344480","16300","s_cmh8_3617",",,138.226.244.76,,,"
"25677590","04/14 (02:01:17)","134679789","6432","2381","0","6432","(213012 to 219444)","s_cmh2_6127","completed","213012","6432","s_cmh2_6127",",,51.161.79.217,,,"
"25677500","04/14 (01:55:17)","134679651","8150","0","0","8150","(336330 to 344480)","s_cmh8_3656","completed","336330","8150","s_cmh8_3656",",,5.135.75.181,,,"
"25677490","04/14 (01:54:17)","134679636","11762","11764","0","11762","(201250 to 213012)","s_cmh2_6145","completed","201250","11762","s_cmh2_6145",",,51.68.222.162,,51.75.164.228,,,"
"25677414","04/14 (01:49:17)","134679508","7030","71","0","7030","(329300 to 336330)","s_cmh8_3617","completed","329300","7030","s_cmh8_3617",",,138.226.244.75,,,"
"25677370","04/14 (01:47:17)","134679443","10064","9877","0","10064","(191186 to 201250)","s_cmh2_6121","completed","191186","10064","s_cmh2_6121",",,23.19.114.9,,23.82.139.242,,,"
"25677278","04/14 (01:44:17)","134679324","63000","47984","0","63000","(0 to 63000)","s_cmh2_6101","completed","0","63000","s_cmh2_6101",",,107.6.171.227,,107.6.171.228,,107.6.171.230,,,"
"25677209","04/14 (01:42:17)","134679236","8300","1002","0","8300","(321000 to 329300)","s_cmh8_3583","completed","304400","24900","s_cmh8_3583",",,142.147.96.126,,,"
"25677209","04/14 (01:42:17)","134679237","8300","105","0","8300","(312700 to 321000)","s_cmh8_3617","completed","304400","24900","s_cmh8_3617",",,138.226.244.77,,,"
"25677209","04/14 (01:42:17)","134679238","8300","0","0","8300","(304400 to 312700)","s_cmh8_3656","completed","304400","24900","s_cmh8_3656",",,5.135.75.180,,,"
"25677077","04/14 (01:35:17)","134679039","7830","5224","0","7830","(296570 to 304400)","s_cmh8_3583","completed","280910","23490","s_cmh8_3583",",,142.147.96.123,,,"
"25677077","04/14 (01:35:17)","134679040","7830","7832","0","7830","(288740 to 296570)","s_cmh8_3617","completed","280910","23490","s_cmh8_3617",",,138.226.244.74,,,"
"25677077","04/14 (01:35:17)","134679041","7830","0","0","7830","(280910 to 288740)","s_cmh8_3656","completed","280910","23490","s_cmh8_3656",",,5.135.75.177,,,"
"25676689","04/14 (01:28:17)","134678488","7900","7902","0","7900","(273010 to 280910)","s_cmh8_3583","completed","265110","15800","s_cmh8_3583",",,142.147.96.125,,,"
"25676689","04/14 (01:28:17)","134678489","7900","7904","0","7900","(265110 to 273010)","s_cmh8_3617","completed","265110","15800","s_cmh8_3617",",,138.226.244.76,,,"
"25676650","04/14 (01:26:17)","134678416","6099","6103","0","6099","(185087 to 191186)","s_cmh2_6127","completed","185087","6099","s_cmh2_6127",",,51.161.79.217,,,"
"25676534","04/14 (01:19:17)","134678216","7900","7904","0","7900","(249310 to 257210)","s_cmh8_3583","completed","241410","23700","s_cmh8_3583",",,142.147.96.126,,,"
"25676534","04/14 (01:19:17)","134678217","7900","0","0","7900","(257210 to 265110)","s_cmh8_3617","completed","241410","23700","s_cmh8_3617",",,138.226.244.75,,,"
"25676534","04/14 (01:19:17)","134678218","7900","0","0","7900","(241410 to 249310)","s_cmh8_3656","completed","241410","23700","s_cmh8_3656",",,5.135.75.181,,,"
"25676533","04/14 (01:19:17)","134678215","11096","11100","0","11096","(173991 to 185087)","s_cmh2_6145","completed","173991","11096","s_cmh2_6145",",,51.68.222.162,,51.75.164.228,,,"
"25676388","04/14 (01:13:17)","134677986","6780","6782","0","6780","(227850 to 234630)","s_cmh8_3583","completed","221070","20340","s_cmh8_3583",",,142.147.96.124,,,"
"25676388","04/14 (01:13:17)","134677987","6780","6783","0","6780","(221070 to 227850)","s_cmh8_3617","completed","221070","20340","s_cmh8_3617",",,138.226.244.75,,,"
"25676388","04/14 (01:13:17)","134677988","6780","6335","0","6780","(234630 to 241410)","s_cmh8_3656","completed","221070","20340","s_cmh8_3656",",,5.135.75.178,,,"
"25676346","04/14 (01:12:17)","134677917","9398","9403","0","9398","(164593 to 173991)","s_cmh2_6121","completed","164593","9398","s_cmh2_6121",",,23.19.114.9,,23.82.139.242,,,"
"25676269","04/14 (01:09:17)","134677827","7191","7195","0","7208","(365712 to 372920)","s_cmh2_6101","completed","365712","60000","s_cmh2_6101",",,107.6.171.227,,107.6.171.228,,107.6.171.230,,,"
"25676142","04/14 (01:06:17)","134677648","8050","8050","0","8050","(204970 to 213020)","s_cmh8_3583","completed","196920","24150","s_cmh8_3583",",,142.147.96.126,,,"
"25676142","04/14 (01:06:17)","134677649","8050","8050","0","8050","(196920 to 204970)","s_cmh8_3617","completed","196920","24150","s_cmh8_3617",",,138.226.244.77,,,"
"25676142","04/14 (01:06:17)","134677650","8050","7892","0","8050","(213020 to 221070)","s_cmh8_3656","completed","196920","24150","s_cmh8_3656",",,5.135.75.180,,,"
"25675935","04/14 (00:59:17)","134677354","8080","8080","0","8080","(180760 to 188840)","s_cmh8_3583","completed","172680","24240","s_cmh8_3583",",,142.147.96.123,,,"
"25675935","04/14 (00:59:17)","134677355","8080","8082","0","8080","(172680 to 180760)","s_cmh8_3617","completed","172680","24240","s_cmh8_3617",",,138.226.244.74,,,"
"25675935","04/14 (00:59:17)","134677356","8080","0","0","8080","(188840 to 196920)","s_cmh8_3656","completed","172680","24240","s_cmh8_3656",",,5.135.75.177,,,"
"25675822","04/14 (00:51:17)","134677209","6099","6105","0","6099","(158494 to 164593)","s_cmh2_6127","completed","158494","6099","s_cmh2_6127",",,51.161.79.217,,,"
"25675809","04/14 (00:50:18)","134677187","8900","8781","0","8900","(154880 to 163780)","s_cmh8_3583","completed","145980","26700","s_cmh8_3583",",,142.147.96.125,,,"
"25675809","04/14 (00:50:18)","134677188","8900","8903","0","8900","(145980 to 154880)","s_cmh8_3617","completed","145980","26700","s_cmh8_3617",",,138.226.244.76,,,"
"25675809","04/14 (00:50:18)","134677189","8900","7379","0","8900","(163780 to 172680)","s_cmh8_3656","completed","145980","26700","s_cmh8_3656",",,5.135.75.179,,,"
"25675621","04/14 (00:43:09)","134676901","10330","10336","0","10330","(148164 to 158494)","s_cmh2_6127","completed","148164","10330","s_cmh2_6127",",,51.161.79.217,,158.69.54.111,,,"
"25675394","04/14 (00:36:47)","134676562","8398","8403","0","8398","(139766 to 148164)","s_cmh2_6121","completed","139766","8398","s_cmh2_6121",",,23.19.114.9,,23.82.139.242,,,"
"25675321","04/14 (00:34:17)","134676446","55500","55497","0","55500","(310212 to 365712)","s_cmh2_6101","completed","310212","55500","s_cmh2_6101",",,107.6.171.227,,107.6.171.228,,107.6.171.230,,,"
"25674808","04/14 (00:16:17)","134675737","5766","5771","0","5766","(134000 to 139766)","s_cmh2_6127","completed","134000","5766","s_cmh2_6127",",,51.161.79.217,,,"
"25674629","04/14 (00:09:17)","134675492","9664","9670","0","9664","(124336 to 134000)","s_cmh2_6145","completed","124336","9664","s_cmh2_6145",",,51.68.222.162,,51.75.164.228,,,"
"25674279","04/14 (00:00:19)","134674982","7732","7738","0","7732","(116604 to 124336)","s_cmh2_6121","completed","116604","7732","s_cmh2_6121",",,23.19.114.9,,23.82.139.242,,,"
